看法	看法	kan4fa3	point of view; opinion
讨	討	tao3	ask for; demand; beg for; denounce
回	回	hui2	to return; go back; turn around; to reply; occasion (mw for matters or actions); the Hui nationality
回来	回來	hui2lai2	to return; come back
回去	回去	hui2 qu4	return; go back
来回	來回	lai2hui2	make a round trip; return journey
接	接	jie1	receive; connect; to meet; to pick up (sb.); to answer (the phone)
差	差	cha4, cha1, chai1	poor; to lack<br/>difference<br/>to dispatch
差不多	差不多	cha4bu5duo1	almost; about the same
差点儿	差點兒	cha4dian3r5	almost; nearly; barely
着	着	zhe5, zhao2, zhuo2, zhao1	-ing (indicating action in progress)<br/>to touch; to feel; to wear; apply; to catch
接着	接着	jie1zhe5	then; immediately following; continuing; to catch
能	能	neng2	can; be able; capable; energy; ability
可能	可能	ke3neng2	possible; maybe
能干	能幹	neng2gan4	capable; competent
能力	能力	neng2li4	capability; capable; ability
作	作	zuo4	do; make; regard as; act as; write
工作	工作	gong1zuo4	work; a job
作文	作文	zuo4 wen2	write an essay; essay
昨	昨	zuo2	yesterday; the past
昨天	昨天	zuo2tian1	yesterday
左	左	zuo3	the left side; left
左边	左邊	zuo3bian5	left side
左手	左手	zuo3shou3	left hand; the left-hand side
做	做	zuo4	do; make; to produce; be; to cook; write
做法	做法	zuo4fa3	way of doing or making things; work method; practice
坐	坐	zuo4	to sit; to travel by; to take
坐班	坐班	zuo4ban1	work/keep office hours; on duty
座	座	zuo4	(mw for mountains, bridges, tall buildings, etc.);; seat; base; stand; constellation
座位	座位	zuo4wei4	a seat; a place
右	右	you4	the right side; to the right
右边	右邊	you4bian5	the right (directional) side
右手	右手	you4shou3	right hand
左右	左右	zuo3you4	about; approximate; around; left and right
见	見	jian4	see; meet; appear to be ; (Kangxi radical 147)
看见	看見	kan4jian4	see; catch sight of
会见	會見	hui4jian4	meet with; see visitors
接见	接見	jie1jian4	to receive (a visitor); to grant an interview
现	現	xian4	to appear; to display; present; current; at the time
出现	出現	chu1xian4	appear; arise; emerge
现在	現在	xian4zai4	now
发现	發現	fa1xian4	discover; to find
观	觀	guan1, guan4	look at; observe; point of view; outlook; wait; see; Taoist monastery （guan4)
观点	觀點	guan1dian3	point of view; standpoint
再	再	zai4	again; once more; then
再见	再見	zai4jian4	goodbye; see you later
再说	再說	zai4shuo1	furthermore; besides; repeat; say again
苦	苦	ku3	bitter; hardship; suffering; pain; cause sb. suffering; suffer from; painstakingly
辛苦	辛苦	xin1ku3	hard; exhausting; toilsome; laborious
内	內	nei4	inside; inner; internal; within
以内	以內	yi3nei4	within; less than
在内	在內	zai4nei4	included
呐	吶	na4, ne5	shout; (particle expressing question, affirmation, or continuation)
肉	肉	rou4	meat; flesh (Kangxi radical 130)
羊肉	羊肉	yang2rou4	mutton; lamb
两	兩	liang3	two (cardinal number); both; (unit of weight equal to 50 grams)
辆	輛	liang4	(mw for vehicles)
俩	倆	lia3, liang3	(colloquial) two (people); some; both
满	滿	man3	full; orig. plentiful; abundant<br/>
满分	滿分	man3fen1	full marks; highest score
互	互	hu4	mutual; reciprocally
互相	互相	hu4xiang1	mutual; each other
相互	相互	xiang1hu4	mutual; reciprocal; each other
它	它	ta1	it
它们	它們	ta1men5	they; them (for things)
比	比	bi3	compare; (indicates comparison) (Kangxi radical 81); to gesticulate as one talks
比如	比如	bi3ru2	for example; for instance; such as
对比	對比	dui4bi3	compare; to contrast; comparison
批	批	pi1	criticize; to comment; wholesale; (mw for batches, lots, etc.)
大批	大批	da4pi1	large quantities of; a great deal of
切	切	qie1, qie4	to cut; to slice; rip off<br/>correspond to; absolutely; ardently
一切	一切	yi2qie4	all; every; everything
亲切	親切	qin1qie4	kind; amiable; cordial
司	司	si1	oversee; control; manage; operate;  department; head of a (government) department; surname
词	詞	ci2	word; term; statement; classical Chinese poetry using a set pattern
生词	生詞	sheng1ci2	new vocabulary word
名词	名詞	ming2ci2	noun; term; name
动词	動詞	dong4ci2	verb
典	典	dian3	a standard; ceremony; allusion; to mortgage; canon
词典	詞典	ci2dian3	dictionary
字典	字典	zi4dian3	character dictionary
红	紅	hong2	red; symbol of success; bonus; popular
红海	紅海	hong2hai3	the Red Sea
细	細	xi4	fine; delicate; thin; slender
细心	細心	xi4xin1	careful; attentive; cautiousness; meticulous
其	其	qi2	his; her; its; their; he; she; it; that; such; (marking question, emphasis, imperative)
其他	其他	qi2ta1	other; else {the others, the remaining…}
期	期	qi1, qi2, ji1	period of time; phase; stage, [due] entire, whole (year or month)
星期	星期	xing1qi1	week
日期	日期	ri4qi1	date (time period)
长期	長期	chang2qi1	long term; long time
学期	學期	xue2qi1	semester; school term
基	基	ji1	base; foundation; basic
基本	基本	ji1ben3	basic; fundamental
基础	基礎	ji1chu3	base; foundation
犬	犬	quan3	dog (Kangxi radical 94)
尤	尤	you2	outstanding; particularly; especially
尤其	尤其	you2qi2	especially; particularly
京	京	jing1	capital (of a country); Beijing (abbr.)
就	就	jiu4	then; at once; just; only; with regard to; exactly; precisely
就是	就是	jiu4shi4	exactly so; be exactly
斤	斤	jin1	axe; catty (weight unit equal to 0.5 kilograms) (Kangxi radical 69)
公斤	公斤	gong1jin1	kilogram
近	近	jin4	near; close (to)
近来	近來	jin4lai2	recently; lately
接近	接近	jie1jin4	near; to be close to; to approach
