十全十美	十全十美	shi2quan2shi2mei3	complete and beautiful
梦	夢	meng4	dream
排队	排隊	pai2 dui4	queue; stand in line
校刊	校刊	xiao4kan1	school newspaper
采访	採訪	cai3fang3	to interview; cover (news); make inquiries
校友	校友	xiao4you3	alumnus; schoolmate
博士	博士	bo2shi4	doctor; PhD
学位	學位	xue2wei4	academic degree; educational level
考	考	kao3	to test; take an exam; to check; verify; examine
司机	司機	si1ji1	driver; chauffeur
学士	學士	xue2shi4	scholar; bachelor; B.A. degree
地摊	地攤	di4tan1	market stall; roadside stall
现象	現象	xian4xiang4	appearance; phenomenon
稀奇	稀奇	xi1qi2	rare; strange; unusual and seldom seen
抢	搶	qiang3, qiang1	rob; snatch; fight/compete over; knock; bump into
批评	批評	pi1ping2	criticism; to criticize
浪费	浪費	lang4fei4	to waste; to squander; be extravagant
毕竟	畢竟	bi4jing4	after all; overall; when all is said and done
贡献	貢獻	gong4xian4	contribute; dedicate; contribution
的确	的確	di2que4	really; indeed
盲目	盲目	mang2mu4	blind; blindness; aimless
升学	升學	sheng1 xue2	enter the next higher school; graduate
逃避	逃避	tao2bi4	to escape; evade; shirk
就业	就業	jiu4ye4	employment; obtain a job
延后	延後	yan2hou4	Postpone; delay
啃老族	啃老族	ken3lao3zu2	adults still living with and depending on their parents
收摊	收攤	shou1tan1	to close up shop (said of street stalls)
清洁队员	清潔隊員	qing1jie2dui4yuan2	member of a team of sanitation workers
摆地摊	擺地攤	bai3 di4tan1	display goods for sale on a mat out on the street
大多数	大多數	da4duo1shu4	majority; most
话说回来	話說回來	hua4shuo1hui2lai5	returning to our main topic,...; that said,…
自食其力	自食其力	zi4shi2qi2li4	support oneself by one's own labor
下一期	下一期	xia4yi4qi2	next issue (of a periodical)
段	段	duan4	paragraph; segment; section; period of time; (mw for segments)
物价	物價	wu4jia4	(commodity) prices
上涨	上漲	shang4zhang3	to rise; go up (of water level, prices, etc.)
所得	所得	suo3de2	earnings; one's gains
涨	漲	zhang3, zhang4	rise (e.g. water, prices); swell; exceed capacity
勉强	勉強	mian3qiang3	reluctantly; with difficulty; force sb. to do sth.
根本	根本	gen1ben3	root; essence; fundamental; basic; simply
组织	組織	zu3zhi1	organize; organization
抗议	抗議	kang4yi4	protest
地价	地價	di4jia4	land price
房价	房價	fang2jia4	house price; cost of housing
高涨	高漲	gao1zhang3	upsurge; (tensions, etc.) run high
造成	造成	zao4cheng2	create; cause; give rise to; bring about
统计	統計	tong3ji4	statistics; to tally; to add up
穷忙	窮忙	qiong2mang2	Trying hard to make a living
全球	全球	quan2qiu2	whole world; global
景气	景氣	jing3qi4	economic prosperity; (economic) boom
施行	施行	shi1xing2	put in force; implement; apply; execute; perform
薪资	薪資	xin1zi1	salary
多年	多年	duo1nian2	many years; ages; long-lasting
未	未	wei4	not yet; did not; have not (8th Earthly Branch)
调高	調高	tiao2 gao1	to increase
裁员	裁員	cai2yuan2	to cut staff; to reduce the staff/the number of persons employed; to lay off employees
观察	觀察	guan1cha2	observe; to watch; to survey
彩券	彩券	cai3quan4	lottery ticket (MW:张)
中奖	中獎	zhong4jiang3	win a prize
做梦	做夢	zuo4 meng4	to dream; have a dream
发财	發財	fa1 cai2	to get rich; to make a fortune
脸色	臉色	lian3se4	complexion; look; facial expression
报导	報導	bao4dao3	report on; cover; news report; story; article; information
指出	指出	zhi3chu1	indicate; point out
创业	創業	chuang4ye4	begin an undertaking; start a major task; start a company
餐饮业	餐飲業	can1yin3ye4	catering trade
人生	人生	ren2sheng1	human life
及	及	ji2	and; to reach; up to
挑战	挑戰	tiao3zhan4	challenge (to a fight/contest)
培养	培養	pei2yang3	to train; cultivate; bring up; culture (micro-organisms); foster (a talent in sb.); groom (for a position)
实力	實力	shi2li4	(actual) strength
等待	等待	deng3dai4	wait (for); expect
拥有	擁有	yong1you3	have; possess; own
中国大陆	中國大陸	Zhong1guo2 da4lu4	mainland China
存不了	存不了	cun2bu4liao3	can't save (money)
无壳蜗牛	無殼蝸牛	wu2ke2wo1niu2	fig. people who cannot afford to buy their own house (TW: guaniu)
贫富不均	貧富不均	pin2fu4bu4jun1	poverty gap
苦哈哈	苦哈哈	ku3ha1ha1	to have difficulty getting by; • to struggle (financially etc)
另谋发展	另謀發展	ling4mou2fa1zhan3	to seek opportunities else where
恨不得	恨不得	hen4 bu5 de5	cannot bear not; dying to; can't wait until
一夜致富	一夜致富	yi2ye4zhi4fu4	become rich overnight
一片天	一片天	yi2pian4tian1	"place in the sun," a job that makes you happy and provides you with all the money and things that you want, paradise
高来恩	高來恩	gao1lai2'en1	name
地震	地震	di4zhen4	earthquake
摇	搖	yao2	to shake; to rock
厉害	厲害	li4hai5	terrible; formidable; fierce; cool; awesome
经常	經常	jing1chang2	day-to-day; constantly; often
倒	倒	dao3, dao4	collapse; fall; fail; exchange<br/>invert; move backwards; pour; contrary to expectations
桥	橋	qiao2	bridge
断	斷	duan4	to break; to stop; cut off; decide; certain
多	多	duo1	many; much; a lot of; more than
地区	地區	di4qu1	an area; a region; a district
强烈	強烈	qiang2lie4	intense; strong; violent
频率	頻率	pin2lv4	frequency
预测	預測	yu4ce4	forecast; predict
征兆	徵兆	zheng1zhao4	sign, omen
鸟类	鳥類	niao3lei4	{biology} birds (of any kind)
鸡	雞	ji1	chicken
预先	預先	yu4xian1	beforehand; prior
老鼠	老鼠	lao3shu3	rat; mice
猫	貓	mao1	cat
马	馬	ma3	horse (Kangxi radical 187)
证实	證實	zheng4shi2	to confirm (sth. to be true); to verify
应变	應變	ying4bian4	take emergency measures; meet a contingency
随手	隨手	sui2shou3	convenient; without extra trouble
白	白	bai2	white; snowy; pure; bright; empty (Kangxi radical 106)
嫌	嫌	xian2	to dislike; suspicion; grudge
事前	事前	shi4qian2	beforehand; in advance
总是	總是	zong3shi4	always; eventually
西欧	西歐	Xi1'ou1	Western Europe
北欧	北歐	bei3'ou1	Northern Europe
中欧	中歐	zhong1'ou1	China - Europe; Central Europe
澳洲	澳洲	Ao4zhou1	Australia
南美洲	南美洲	nan2mei3zhou1	South America
地球科学	地球科學	di4qiu2 ke1xue2	earth science
菲律宾	菲律賓	Fei1lv4bin1	the Philippines
天摇地动	天搖地動	tian1yao2di4dong4	swaying heavens and trembling earth, earth-shaking
压死	壓死	ya1si5	crush to death
灾情惨重	災情慘重	zai1qing2can3zhong4	in serious disaster
东半部	東半部	dong1ban4bu4	The Eastern Half
地震带	地震帶	di4zhen4dai4	seismic belt
救生包	救生包	jiu4sheng1bao1	Survival kit, survival pack
有备无患	有備無患	you3bei4wu2huan4	be prepared; preparedness averts peril
如何	如何	ru2he2	how; what; what way
逃生	逃生	tao2sheng1	flee for one's life; escape death
发达	發達	fa1da2	developed (country, etc.); flourishing; prosperous
天灾	天災	tian1zai1	natural disaster
灾害	災害	zai1hai4	disaster; calamity
程度	程度	cheng2du4	degree; extent; level
首先	首先	shou3xian1	first (of all); in the first place; firstly
其次	其次	qi2ci4	next; secondly
灾难	災難	zai1nan4	disaster; catastrophe
紧急	緊急	jin3ji2	urgent; pressing; critical; emergency
必需品	必需品	bi4xu1pin3	necessities; essentials
譬如	譬如	pi4ru2	for example; for instance; such as
手电筒	手電筒	shou3dian4tong3	flashlight; electric torch
饼干	餅乾	bing3gan1	biscuit; cracker; cookie
平时	平時	ping2shi2	ordinarily; in normal times; in peacetime
状况	狀況	zhuang4kuang4	condition; state; situation
慌张	慌張	huang1zhang1	flustered; flurried
停电	停電	ting2dian4	lose power; power outage
黑暗	黑暗	hei1'an4	dark; darkly; darkness
方向	方向	fang1xiang4	direction; orientation
集合	集合	ji2he2	gather; assemble; to muster
裂缝	裂縫	lie4feng4	crack; crevice
瓦斯	瓦斯	wa3si1	gas (loanword)
开关	開關	kai1guan1	power switch; open a gate
火灾	火災	huo3zai1	fire (disaster)
门框	門框	men2kuang4	door frame
歪	歪	wai1	askew; crooked; devious; recline to take a rest (colloquial)
头部	頭部	tou2bu4	head
冷静	冷靜	leng3jing4	calm; cool-headed; sober
稳	穩	wen3	stable; steady
柜子	櫃子	gui4zi5	cupboard; cabinet
墙壁	牆壁	qiang2bi4	wall
倒塌	倒塌	dao3ta1	to collapse; topple over
电梯	電梯	dian4ti1	elevator; lift
反而	反而	fan3'er2	on the contrary; instead
坚固	堅固	jian1gu4	firm; strong; sturdy
柱子	柱子	zhu4zi5	pillar; post
碰	碰	peng4	to touch; to bump; to encounter
形成	形成	xing2cheng2	to take shape; to form
三角形	三角形	san1jiao3xing2	triangle
保持	保持	bao3chi2	keep; maintain; preserve
平静	平靜	ping2jing4	calm; peaceful; tranquil; serene
指示	指示	zhi3shi4	indicate; instruct; instructions; directives
救援	救援	jiu4yuan2	to rescue; to support; to help; to assist
行动	行動	xing2dong4	to move; get around; action; operation
掉下来	掉下來	diao4xia4lai2	to fall
倒下来	倒下來	dao3xia4lai2	to push or fall down; fall over
救灾人员	救災人員	jiu4zai1ren2yuan2	rescue personnel
博文	博文	bo2wen2	blog article
玉珍	玉珍	yu4zhen1	Female Name
学妹	學妹	xue2mei4	junior female schoolmate
学弟	學弟	xue2di4	younger male schoolmate
弹	彈	dan4, tan2	pellet; bullet; bomb<br/>to pluck; to flick; to play (a stringed instrument); accuse
吉他	吉他	ji2ta1	guitar
交	交	jiao1	submit; deliver; turn over; intersect; to pay (money); friendship
家教	家教	jia1jiao4	tutor; tutoring; upbringing; family education
学长	學長	xue2zhang3	(polite) one's senior at school; department head (school/university)
还	還	hai2, huan2	still; yet; in addition; even.; repay; to return
进度	進度	jin4du4	speed or rate of progress; pace; work schedule
落后	落後	luo4hou4	backward; to lag (in technology); to fall behind
完成	完成	wan2cheng2	to complete; accomplish; fulfill
一连	一連	yi4lian2	in a row; in succession; running 
约会	約會	yue1hui4	appointment; engagement; date
一生	一生	yi4sheng1	all one's life; lifetime
时光	時光	shi2guang1	time; era; period of time
倒流	倒流	dao4liu2	to flow backwards; reverse flow
加强	加強	jia1qiang2	strengthen; reinforce; enhance
至少	至少	zhi4shao3	at least; (to say the) least
训练	訓練	xun4lian4	to train; to drill; to exercise; training
外国	外國	wai4guo2	foreign country
争取	爭取	zheng1qu3	fight for; compete for; strive
实习	實習	shi2xi2	to practice; field work; work as an intern
二分之一	二分之一	er4fen1zhi1yi1	one half
一下	一下	yi2xia4	a little bit/while; one time; once
到时候	到時候	dao4shi2hou5	until then; when the time comes
谈恋爱	談戀愛	tan2lian4'ai4	to court; be in love; have a love affair
低空飞过	低空飛過	di1kong1fei1guo4	to just scrape through with a narrow pass (in an exam)
有助于	有助於	you3zhu4yu2	be conducive to; contribute to; help to
寒暑假	寒暑假	han2shu3jia4	winter and summer vacations
暗恋	暗戀	an4lian4	have a crush on; love secretly
目光	目光	mu4guang1	sight; vision; view
移动	移動	yi2dong4	to move; to shift; mobile; migration
于是	於是	yu2shi4	therefore; hence; as a result; consequently
原来	原來	yuan2lai2	original; former; as it turns out
烦恼	煩惱	fan2nao3	worried; vexed
担任	擔任	dan1ren4	hold the post of; serve as
学生会	學生會	xue2sheng5hui4	student association; student union
会长	會長	hui4zhang3	president (of an association, society, club, committee, etc.)
